Account Number (Fishbowl),Customer Name,Address,City,State,Zip,Current Account Type,Assigned Sales Rep,Action Needed
"1867","Smoke & Eve","15503 Babock Rd Ste 4","San Antonio","Texas","78255","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"915","Smoke 4 Less","1944 N Lakewood Blvd","Long Beach","California","90815","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1334","Smoke Box","3852 N University Dr","Sunrise","Florida","33351","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"706","smoke connection","3732 darrow rd","stow","Ohio","44224","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1497","Smoke Division","153 Peabody Rd, Ste B","Vacaville","California","95687","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1763","SMOKE N VAPE","42 DALRYMPLE RD
IN STORE","SUNDERLAND","Maryland","20689-3037","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1638","Smoke Nation","2416 Freeport Rd","Natrona Heights","Pennsylvania","15065","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS ASHEVILLE-ASH1 (NC)","770 Patton Ave","Asheville","North Carolina","28806","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS ASHEVILLE-ASH2 (NC)","5 Miller Rd S , Suite 6","Asheville","North Carolina","28803","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS BOONE-BN (NC)","1126 Blowing Rock Rd. Unit C","Boone","North Carolina","28607","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS CHAPEL HILL-CH2 (NC)","1728 Fordham Blvd Suite 147","Chapel Hill","North Carolina","27517","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS DURHAM-DH (NC)","758 9th St.","Durham","North Carolina","27705","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS GARNER-RA2 (NC)","106 Bratton Dr Suite 4","Garner","North Carolina","27529","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS RALEIGH-RA (NC)","3116 Hillsborough St. Suite 102","Raleigh","North Carolina","27607","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS WILMINGTON-WT (NC)","1207 S Kerr Ave","Wilmington","North Carolina","28403","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE RINGS WINSTON SALEM-WS (NC)","1106 Burke St","Winston-Salem","North Carolina","27101","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"348","Smoke Shop","847 Singleton Blvd Suite 110","Dallas","Texas","75212","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1527","Smoke Shop & Vape LLC","350 Cleveland St","Elyria","Ohio","44035","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Smoke Shop Virginia","230 Chestnut","Virginia","Minnesota","55792","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Smoke Solutions Super Store | SD","615 E North St","Rapid City","South Dakota","57701","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"327","Smoke Spot | Convenience & Smoke Spot LLC","1074 w south jordan pkwy","south jordan","Utah","84095","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"667","Smoke Station US","3371 Old California Way","Napa","California","94558","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Smoke Stop (Spencer)","1919 hwy blvd","Spencer","Iowa","51301","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"350","Smoke Stop Smoke Shop","411 3rd ave","Chula Vista","California","91910","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE ZONE ATHENS-AT (OH)","80 North Court Street","Athens","Ohio","45701","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SMOKE ZONE BOWLING GREEN-BG (OH)","1420 E. Wooster St.","Bowling Green","Ohio","43402","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1025","Smoke Zone Vape & Tobacco | Waukegan","ATTN: Nimer
3024 Belvidere Rd","Waukegan","Illinois","60085","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","smoke-n-stuff | Jtmm Trading","smoke-n-stuff
5263 Baltimore Dr","La Mesa","California","91942","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1304","Smokeline Distributor","300 River Rd","Eugene","Oregon","97404","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1767","SMOKER CHOICE PLAISTOW 1 - UNIT #5","18 PLAISTOW RD STE 5
IN STORE","PLAISTOW","New Hampshire","03865-2825","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1739","SMOKER CHOICE PLAISTOW 2","37 PLAISTOW RD UNIT 3","PLAISTOW","New Hampshire","03865-2836","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1840","Smoker Friendly Corporate","6790 Winchester Circle","Boulder","Colorado","80301","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1236","smoker friendly mp","1220 bensawyer blvd suite X","mount pleasant","South Carolina","29464","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"840","Smoker's Choice","146 Rock Hill Dr, P.O. BOX 960","Rock Hill","New York","12775","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1868","Smoker's Gallery INC","19202 Stone Oak Pkwy Ste 110","San Antonio","Texas","78258-3287","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1139","Smokers Alley | Roseville","20745 Thirteen Mile Rd","Roseville","Michigan","48066","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1750","SMOKERS CHOICE (ANDERSON)","5030 RHONDA RD STE C","ANDERSON","California","96007-9016","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1749","SMOKERS CHOICE CHICO","684 MANGROVE AVE
IN STORE","CHICO","California","95926-3947","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"347","smokers guru | Raj","1350 state st","salt lake","Utah","84115","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"335","smokers source","3951 south Highland dr","holladay","Utah","84124","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1861","Smokey Smoke Shop | Redding","3294 Bechelli Lane","Redding","California","96002","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"167","Smokey's Cave","1230 Classen Blvd","Norman","Oklahoma","73071","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1113","Smokie Town inc","100 e Erie St. suite 124","Kent","Ohio","44240","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"710","Smokie Town Smoke Shop","100 E Erie St","kent","Ohio","44240","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"787","Smokin Aces NJ","5018 Wellington Ave","Ventor City","New Jersey","8406","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1300","Smokin City LLC","39257 Center Ridge Rd.","North Ridgeville","Ohio","44039","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"528","Smooth Leaf","12903 Alcosta Blvd Ste B","San Ramon","California","94583","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"436","SN Store","891 E 9400 S","Sandy","Utah","84094","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","SNJ GIFTS | AK","ATTN: Jacob
216 4th Avenue Suite #5","Seward","Alaska","99664","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1844","Spades Fuel","1617 Missouri st","Baytown","Texas","77520","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Speed Track","1930 Hunters Point  Pike","Lebanon","Tennessee","37087","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1765","SPIRIT MART","140 OLD SOLOMONS ISLAND RD
IN STORE","ANNAPOLIS","Maryland","21401-3826","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"324","SS land","6157 s Highland Dr","Holiday","Utah","84121","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"683","St. Augustine Vape Co.","111 Nautilus Road","Saint Augustine","Florida","32086","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1723","STARLIGHT CONVENIENCE","108 3RD AVE
IN STORE","NEW YORK","New York","10003-5510","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1499","State of Mind Smoke Shop","9260 Sierra College Blvd #150","Roseville","California","95661","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"438","Stefanie Bissell","1722 N WASHINGTON AVE","AJO","Arizona","85321-1647","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"592","Stephanie Gallagher","222 OGLETHORPE DR","LAPEER","Michigan","48446-2768","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"251","Still Smoking","2605 S. Decatur Blvd., #107","Las Vegas","Nevada","89102","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"686","Stockholm Blue inc","1250 Harter Ave,suite A1","Woodland","California","95695","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1536","Stormy Vape Shop","6555 W Overland Rd.","Boise","Idaho","83709","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"962","Strong's Market","1607 Huntsville Hwy","Fayetteville","Tennessee","37334","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"336","Sunburst Food Mart","1326 East 5600 South","Murray","Utah","84121","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1643","Sunn Mini Mart","1257 N Charlotte St.","Pottstown","Pennsylvania","19464","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"713","Sunoco - 1","4001 S Dixie Dr","Moraine","Ohio","45439","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1770","SUNOCO -PRANAMI FOOD MART II","801 S COLUMBIA AVE
IN STORE","RINCON","Georgia","31326-9396","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1821","SUNRISE MINI MART 9","8925 ANDERSON MILL RD
IN STORE","AUSTIN","Texas","78729-4610","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"704","Sunset smoke shop & hooka lounge","1390 N Portage Path","Akron","Ohio","44313","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"559","supplement nation","1705 s greenfeild rd suite#104","mesa","Arizona","85206","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"602","Susan Swain","1813 SHAGBARK WAY","GALLATIN","Tennessee","37066-4754","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"729","Swati Inc","201 W Lincoln Ave","McDonald","Pennsylvania","15057","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Tacony","4901 Levick Street","philadelphia","Pennsylvania","19135","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"634","Talia White","25113 LAKE WILDERNESS CC DR SE","MAPLE VALLEY","Washington","98038","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1127","Taweel Wholesale LLC","2413 Marietta St","Kenner","Louisiana","70062","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1526","TEST CUSTOMER","None","","","","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"794","TEXAS MARKET","720 Lamar Pl
A","Austin","Texas","78752","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"769","Texas Wholesale","5025 Timberhill Ste 111","San Antonio","Texas","78238","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1706","The Alternative Apothecary | CO","7701 Ralston Rd Suite B","Arvada","Colorado","80002","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"390","The Botany Bay (Woodhill)","Woodhill Dr Suite # 144","Lexington","Kentucky","40509","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1293","The Cloud Vape","102 N Main St","Fairport","New York","14450","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1768","THE CORNER MARKET","11010 DOMAIN DR STE 112
IN STORE","AUSTIN","Texas","78758-7759","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1079","The Don Smoke Shop","ATTN: Nimer
31 S Greenbay Rd","Waukegan","Illinois","60085","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"134","The Hawaii Shop","321 Mokauea St Unit B","Honolulu","Hawaii","96819","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"763","The Head Shop Hemphill","1960 Hemphill Rd","Flint","Michigan","45807","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"684","The Herb Shop on Broad -BTG","103 Broad St","Rome","Georgia","30161","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","The Hideout Vape & Glass | CO","104 E 29th St suite d","Loveland","Colorado","80538","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1121","The Hot Box","3785 SW Hall Blvd","Beaverton","Oregon","97005","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"638","The Joint and Vape","2530 n 7th st #101","Phoneix","Arizona","85006","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","The Karma Korner | Helena","ATTN: Tiffany, 1801 N Montana Ave","Helena","Montana","59601","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","The Kind Connection Smoke Shop","911 N Lake Havasu Ave","Lake Havasu City","Arizona","86403","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1781","The Kratom Depot","3506 Main St BLDG 9","Moss Point","Mississippi","39563","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","The Kratom Spot - Lancaster","720 N Memorial Dr","Lancaster","Ohio","43130","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"201","The Lemon Kratom","7808 Broadway","Lemon Grove","California","91945","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"389","The Little Dog","620 Main St.","Longmont","Colorado","80501","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1731","THE MELTING CLOCK SMOKE SHOP","3020 N BROADWAY # 200
IN STORE","ROCHESTER","Minnesota","55906-3974","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","The Mighty Quinn Smoke","3372 Santa Rosa Ave","Santa Rosa","California","95407","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1441","The Outer Limits","2540 cottage way","sacramento","California","95825","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1843","The Point Vape & Smoke Shop","13541 Ranch Rd 620 N","Austin","Texas","78717","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"708","The valley smoke shop (Kent)","1205 W Main St","kent","Ohio","44240","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"705","The Valley Smoke Shop (Stow)","3289 Kent Rd","stow","Ohio","44224","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"711","The Vape Boutique - Ravenna","940 E Main St","ravenna","Ohio","44266","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","The Vape Way","50 Sandwich Street","Plymouth","Massachusetts","2360","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1560","Thee Hemp Company","20280 Route 19 Suite 3","Cranberry township","Pennsylvania","16066","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"334","Thee Hempco","20280 route 19 suite #3","cranberry township","Pennsylvania","16066","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Tick Tock Smoke Shop","3132 Newport rd suite#113","newport","Michigan","48166","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"624","Timothy Svoboda","2803 FERRY CIR","FOLSOM","California","95630-4027","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"766","Tip Top Tobacco","1710 Commerce Dr","North Mankato","Minnesota","56003","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1759","TOBACCO +","3510 124TH AVE NW
IN STORE","MINNEAPOLIS","Minnesota","55433-1010","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"401","Tobacco Barn","4285 Harrison Boulevard","ogden","Utah","84403","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1748","TOBACCO CORNER","2107 E MAIN ST
IN STORE","DUNCAN","South Carolina","29334-9212","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"757","TOBACCO MART","14400 Ambaum Blvd SW
M","Burien","Washington","98166","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"832","Todd Anderson","1303 Forest Ave","Nashville","Tennessee","37206","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"591","todd swalberg","13603 CARPENTER ST","OMAHA","Nebraska","68138-4355","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1774","Toke N Smoke","13370 W Van Buren st. Suite #102","Goodyear","Arizona","85338","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1823","TOMMYS CORNER","6010 NEW JESUP HWY
IN STORE","BRUNSWICK","Georgia","31523-1628","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"871","Tonix Vapors","ATTN: Kiefer
316 Hayes Ave Suite D","Wagoner","Oklahoma","74467","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"829","Top Shelf Smoke Shop","6900 Resada Blvd b","Reseda","California","91335","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Topoo Novelty","2847 W 21 St","Brooklyn","New York","11224","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"426","Town Smoke Shop","2171 Mission St
Suite # 101","San Francisco","California","94110","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"715","Trend Smoke & Vape","17 Carothers Rd","Newport","Kentucky","41071","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"174","Trifecta Farmacy Cannabis Dispensary","3420 N Porter Ave","Norman","Oklahoma","73071","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"936","TSU Marathon","2801 John Merrit Blvd","Nashville","Tennessee","37209","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"19","UEG","2983 Waterview Drive","Rochester Hills","Michigan","48309","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Ultimate Sport Nutrition","2519 S Shields St Unit 1J","Fort Collins","Colorado","80526","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1159","United Wholesale","4451 Enterprise Ct Ste J","Melbourne","Florida","32934","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"724","University Market","1292 College View Dr","Redding","California","96003","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"437","Uno Wireless distribution llc","3536 W Vista Pradera Way","south jordan","Utah","84095","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1864","V.Y.R.T. Shop LLC","425 Washington Blvd","Jersey City","New Jersey","7310","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"87","Vanguard Enterprises","5118 N Sawyer Ave","Boise","Idaho","83714","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"774","Vape Cafe","2525 State Rd 60 E","Valric","Florida","33594","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1352","Vape Colorado","634 S. Mason St. Unit 1","Fort Collins","Colorado","80524","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"895","Vape Depot & Smoke Shop","ATTN: Tyler
2631 10th Ave SE","Watertown","South Dakota","57201","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"896","vape hut","3311 rochester rd","royal oak","Michigan","48073","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1540","Vape King","8009 S Western Ave","Oklahoma City","Oklahoma","73139","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1555","Vape Nook","668 S Dupont Hwy","Dover","Delaware","19901","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"550","Vaporwave sun city","10001 w Bell suite#110","sun city","Arizona","85351","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"790","Vaporwize","8095 Macon Rd suite 103","Cordova","Tennessee","38018","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"663","VGO 16","642 Saint Andrews Blvd","Charlsetown","South Carolina","29407","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Viable Alternatives","9400 Fairview Ave STE 100","Boise","Idaho","83704","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Viable Alternatives - Nampa","203 Caldwell Blvd","Nampa","Idaho","83651","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1503","Vibe City","1150 Mount Vernon Roud","Newark","Ohio","43055","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"752","VILLAGE CRAFT BEER & SMOKE","136 1st Ave.","New York","New York","10009","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1518","Village Vapes","720 Winton Rd N","Rochester","New York","14609","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1828","VIP Smoke Shop","2030 N Damen Ave","Chicago","Illinois","60647","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"354","vip smokes","3612 west 4700 s suite","west valley","Utah","84129","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","VIP VAPE STORE","826 2nd St.","San Rafael","California","94901","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1112","Vishions Smoke Shop","2939 De La Vina St","Santa Barbara","California","93105","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1105","Vype Vapor - Arizona","2140 E 5th St STE 1","Tempe","Arizona","85281","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1048","Vype vapor las vegas","3322e Sunset Rd Suite #120-125","las vegas","Nevada","89120","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1195","WAA Wholesale","555 Lapalco Blvd Ste 119","Gretna","Louisiana","70056","Distributor","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"585","Walker Grant","3463 TAMI DR","FORTUNA","California","95540-3929","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1569","Wenatchee Natural Foods","222 N Wenatchee Ave","Wenatchee","Washington","98801","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1046","West 11th Smoke Emporium","ATTN: Matthew
3131 W 11th Ave # H1","Eugene","Oregon","97402","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1679","West Mifflin Tobacco & Vape","1315 Hoffman Blvd","West Mifflin","Pennsylvania","15122","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1810","White Cloud Smoke & Vape","1203 N 4th street","Coeur D'Alene Idaho","Idaho","83814","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Wholesale Express- ED","850 Industrial Park Drive","Marietta","Georgia","30062","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1814","WHOLESOME FARMS MARKET","108 JAY ST
IN STORE","BROOKLYN","New York","11201-1569","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"273","Wild Craft Labs | Portland","1520 Simms st","lakewood","Colorado","80215","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE ANN ARBOR-AA2 (MI)","209 E Liberty St","Ann Arbor","Michigan","48104","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE ATHENS-GA (GA)","700 Baxter St Suite 600","Athens","Georgia","30605","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE BIRMINGHAM-BH (MI)","33766 Woodward Ave","Birmingham","Michigan","48009","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE BLACKSBURG-BB (VA)","149 College Ave","Blacksburg","Virginia","24060","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE BOULDER-BO (CO)","1111 13th St","Boulder","Colorado","80302","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE CAMARILLO-CAM (CA)","1877 E. Daily Dr Suite D-1","Camarillo","California","93010","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE CHAMPAIGN-CP2 (IL)","604 S. Neil St. Suite 103","Champaign","Illinois","61820","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE COLUMBIA-MO (MO)","19 S. 9th St.","Columbia","Missouri","65201","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE CORVALLIS-CV (OR)","820 Nw 9th St, Suite 104","corvallis","Oregon","97330","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1779","WILD SIDE FLAGSTAFF- FS2","3502 E Route 66
Unit 103","Flagstaff","Arizona","86004","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE FORT COLLINS-FC (CO)","644 S. College Ave","Fort Collins","Colorado","80524","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
