"Customer #","Name","Account Number","Sales Rep","Account Type","Transfer Status","Original Owner","Copper ID"
"1068","SMOKE RINGS CHAPEL HILL-CH2 (NC)","","admin","Wholesale","","admin","72775581"
"993","SMOKE RINGS DURHAM-DH (NC)","","admin","Wholesale","","admin","72775583"
"979","SMOKE RINGS GARNER-RA2 (NC)","","admin","Wholesale","","admin","72775591"
"985","SMOKE RINGS GREENSBORO-GB2 (NC)","","admin","Wholesale","","admin","72775593"
"855","SMOKE RINGS KNOXVILLE-KV (TN)","","admin","Wholesale","","admin","72775595"
"1035","SMOKE RINGS RALEIGH-RA (NC)","","admin","Wholesale","","admin","72775596"
"860","SMOKE RINGS WILMINGTON-WT (NC)","","admin","Wholesale","","admin","72775597"
"862","SMOKE RINGS WINSTON SALEM-WS (NC)","","admin","Wholesale","","admin","72775598"
"693","Smoke Shack Smoke Shop- Exclusive","","Unassigned","Retail","","Zalak",""
"348","Smoke Shop","","Unassigned","Wholesale","","Jared","72468153"
"510","Smoke Shop & Vape","","Ben Wallner","Wholesale","","DerekW","72776212"
"1527","Smoke Shop & Vape LLC","","Joe Simmons","Wholesale","","JSimmons","71533451"
"1317","Smoke Shop Guys","","Ben Wallner","Wholesale","","DerekW","72776191"
"1343","Smoke Shop Hannah","","JaredM","Wholesale","","DerekW","72776192"
"1510","Smoke Shop Virginia","","Joe Simmons","Wholesale","","admin","71521829"
"1116","Smoke Solutions | SD","","Brandon Good","Wholesale","","BrandonG","72776193"
"919","Smoke Solutions Super Store | SD","","Brandon Good","Wholesale","","BrandonG","72776216"
"327","Smoke Spot | Convenience & Smoke Spot LLC","","Brandon Good","Wholesale","","Sergio","72196290"
"667","Smoke Station US","","Ben Wallner","Wholesale","","DerekW","70961279"
"1662","Smoke Stop (Spencer)","","Jared Leuzinger","Wholesale","","Jared","72776196"
"1403","Smoke Stop 2","","Unassigned","Wholesale","","JSimmons","72776197"
"350","SMOKE STOP SMOKE SHOP","","Sergio","Wholesale","","BenW","72196297"
"1247","Smoke Stree","","JaredM","Wholesale","","Jared","72776198"
"1279","Smoke Street","","JaredM","Wholesale","","Jared","72776199"
"410","Smoke Tokes","","Unassigned","Wholesale","","mattPeters","72776221"
"475","Smoke Train Poulsbo","","Ben Wallner","Wholesale","","Tates","72776222"
"1052","SMOKE ZONE ATHENS-AT (OH)","","admin","Wholesale","","admin","72775602"
"1054","SMOKE ZONE BOWLING GREEN-BG (OH)","","admin","Wholesale","","admin","72775605"
"847","SMOKE ZONE COLUMBUS-CB1 (OH)","","admin","Wholesale","","admin","72775606"
"1065","SMOKE ZONE COLUMBUS-CB2 (OH)","","Unassigned","Wholesale","","admin","72775607"
"861","SMOKE ZONE ENFIELD-EN (CT)","","admin","Wholesale","","admin","72775608"
"976","SMOKE ZONE MANCHESTER-CT (CT)","","Unassigned","Wholesale","","admin","72775611"
"1060","SMOKE ZONE MANHATTAN-MH (KS)","","admin","Wholesale","","admin","72775613"
"1059","SMOKE ZONE MORGANTOWN-MT (WV)","","admin","Wholesale","","admin","72775616"
"1058","SMOKE ZONE MORGANTOWN-MT2 (WV)","","admin","Wholesale","","admin","72775619"
"1057","SMOKE ZONE OXFORD-OX (OH)","","admin","Wholesale","","admin","72775621"
"870","SMOKE ZONE PROVIDENCE-PR (RI)","","admin","Wholesale","","admin","72775622"
"980","SMOKE ZONE STORRS-ST (CT)","","admin","Wholesale","","admin","72775624"
"1025","Smoke Zone Vape & Tobacco | Waukegan","","Unassigned","Wholesale","","BrandonG","74820794"
"989","SMOKE ZONE WILLIMANTIC-WL (CT)","","admin","Wholesale","","admin","72775625"
"1062","SMOKE ZONE-COLUMBUS-CB1","","Unassigned","Wholesale","","admin","72775626"
"117","smoke-n-stuff | Jtmm Trading","","Sergio","Wholesale","","admin","72196269"
"747","SmokeHouse SmokeShop","","JaredM","Wholesale","","BrandonG","72776200"
"1304","Smokeline Distributor","","Ben Wallner","Distributor","","DerekW","74820871"
"1749","SMOKER CHOICE CHICO","","Ben Wallner","Wholesale","","Unassigned","74308013"
"1767","SMOKER CHOICE PLAISTOW 1 - UNIT #5","","ShipStation","Wholesale","","ShipStation","74438064"
"1739","SMOKER CHOICE PLAISTOW 2","","Unassigned","Wholesale","","Unassigned","74438033"
"496","Smoker City Emporium","","Brandon Good","Wholesale","","Jared","72776238"
"1840","Smoker Friendly Corporate","","Brandon Good","Wholesale","","admin","74820909"
"470","Smoker Friendly Dublin","","Ben Wallner","Wholesale","","DerekW","72776239"
"445","Smoker Friendly Livermore","","Ben Wallner","Wholesale","","DerekW","72776240"
"1236","smoker friendly mp","","Zalak Zaveri","Distributor","","Shane-Inactive","74820859"
"546","Smoker Friendly San Jose","","Ben Wallner","Wholesale","","Unassigned","72776241"
"840","Smoker's Choice","","Derek Whitworth","Wholesale","","DerekW","70961245"
"1868","Smoker's Gallery INC","","Jared Leuzinger","Wholesale","","Jared","74110329"
"239","Smoker's Hub","","JaredM","Wholesale","","Jared","72776246"
"1224","Smoker's Paradise","","Derek Whitworth","Wholesale","","DerekW","72776204"
"1294","Smoker's World","","Unassigned","Wholesale","","JSimmons","72776206"
"1139","Smokers Alley | Roseville","","Brandon Good","Wholesale","","BrandonG","74820827"
"1750","SMOKERS CHOICE (ANDERSON)","","Unassigned","Wholesale","","Unassigned","74438048"
"1668","Smokers Depot (Howell)","","Joe Simmons","Wholesale","","JSimmons","72776435"
"1440","Smokers Depot Heartland","","Unassigned","Wholesale","","JSimmons","72776202"
"347","smokers guru | Raj","","Brandon Good","Wholesale","","Sergio","72196296"
"335","smokers source","","Brandon Good","Wholesale","","Sergio","72196293"
"1246","Smokers Z Depot","","JaredM","Wholesale","","DerekW","72776207"
"135","Smokes N More","","Brandon Good","Wholesale","","mattPeters","72776253"
"1045","Smokes N Things","","Brandon Good","Wholesale","","JoshC","72776208"
"894","Smokes R US","","Brandon Good","Wholesale","","BrandonG","72776209"
"1037","Smokes4less | Minot","","Unassigned","Wholesale","","BrandonG","72776210"
"531","Smokey Monkey Pipes and Tobacco","","Brandon Good","Wholesale","","Jared","72776257"
"1472","Smokey River Tobacco Company","","Unassigned","Wholesale","","Unassigned","72776259"
"1198","Smokey Shays WS","","Zalak Zaveri","Wholesale","","Zalak","72776213"
"1207","SMOKEY SMOKE SHOP | Chico HQ","","Ben Wallner","Wholesale","","BenW","72776261"
"1861","Smokey Smoke Shop | Redding","","Ben Wallner","Wholesale","","BenW","73017812"
"1896","Smokey Trails Smoke Shop LLC","","JaredM","Wholesale","","Jared Leuzinger","74438172"
"167","Smokey's Cave","","JaredM","Wholesale","","Jared","72415134"
"1113","Smokie Town inc","","Unassigned","Wholesale","","Sergio","74820822"
"710","Smokie Town Smoke Shop","","Unassigned","Wholesale","","Sergio","72196344"
"787","Smokin Aces NJ","","Derek Whitworth","Wholesale","","Jared","72415282"
"1300","Smokin City LLC","","Unassigned","Wholesale","","Sergio","74820870"
"1475","Smokin Deals Too | Alaska","","Brandon Good","Wholesale","","BrandonG","72776214"
"471","Smoking Aces","","Ben Wallner","Wholesale","","DerekW","72776263"
"666","Smoking Vets","","Ben Wallner","Wholesale","","DerekW","72776264"
"528","SMOOTH LEAF TOBACCO","","Ben Wallner","Wholesale","","DerekW","73018046"
"436","SN Store","","Brandon Good","Wholesale","","Sergio","72196305"
"1649","SNJ GIFTS | AK","","Brandon Good","Wholesale","","BrandonG","72341609"
"539","Solomon Reeves","","Zalak Zaveri","Wholesale","","Unassigned","72776266"
"168","Sooner Super Mart","","JaredM","Wholesale","","Jared","72776267"
"1190","Sooners Wholesale","","JaredM","Distributor","","Jared","72776268"
"721","South Street Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","72776269"
"1686","Space Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","72685175"
"1844","SPADES FUEL","","Jared Leuzinger","Wholesale","","Jared","73019437"
"1118","Spark Cannabis Co. | Lawton","","JaredM","Wholesale","","BrandonG","72776270"
"1531","Sparkle Supplies LLC","","Jared Leuzinger","Distributor","","Jared","72776271"
"1128","Speed Cigar and Grocery | Renton","","Ben Wallner","Wholesale","","BrandonG","72776217"
"879","Speed Track","","Jared Leuzinger","Wholesale","","Zalak","72213075"
"1894","SPEEDYS SMOKE AND VAPE SHOP","","Ben Wallner","Wholesale","","BenW","74119303"
"1765","SPIRIT MART","","ShipStation","Retail","","ShipStation","72831607"
"1220","Spirit Wholesale","","Ben Wallner","Distributor","","Jared","72776273"
"1698","Spit Tobacco | AK","","Brandon Good","Wholesale","","BrandonG","72775865"
"1166","Spokane Cigar","","Ben Wallner","Wholesale","","BrandonG","72776218"
"324","SS land","","Brandon Good","Wholesale","","Sergio","72196289"
"683","St. Augustine Vape Co.","","Zalak Zaveri","Wholesale","","Sergio","72196330"
"668","Starbuzz Smoke Shop","","Unassigned","Wholesale","","DerekW","72776277"
"1723","STARLIGHT CONVENIENCE","","ShipStation","Wholesale","","ShipStation","74438016"
"1499","STATE OF MIND SMOKE SHOP","","Ben Wallner","Wholesale","","DerekW","72196407"
"1918","STATELINE TOBACCO & VAPE","","Jared Leuzinger","Wholesale","","Jared","73064658"
"735","Stay True Distribution","","Zalak Zaveri","Distributor","","Jared","72776278"
"438","Stefanie Bissell","","Unassigned","Retail","","SHOPIFY","74820946"
"592","Stephanie Gallagher","","Unassigned","Retail","","ShipStation","74820961"
"1671","Still Smokin | MT","","Brandon Good","Wholesale","","BrandonG","72775866"
"251","Still Smoking","","JaredM","Wholesale","","Jared","72415258"
"686","Stockholm Blue inc","","Ben Wallner","Distributor","","Sergio","72196331"
"1302","Stop N Go Marts #2","","Ben Wallner","Wholesale","","BrandonG","72776219"
"1536","Stormy Vape Shop","","Sergio","Wholesale","","Sergio","72196415"
"1248","Street Corner","","Unassigned","Wholesale","","DerekW","72776283"
"962","Strong's Market","","Jared Leuzinger","Wholesale","","Jared","71996439"
"1212","Sugarleaf Hemp Dispensary","","Unassigned","Wholesale","","BrandonG","72776220"
"928","Sultan Smoke","","Brandon Good","Wholesale","","BrandonG","71732284"
"336","Sunburst Food Mart","","Sergio","Wholesale","","Shane-Inactive","72196294"
"1643","Sunn Mini Mart","","Derek Whitworth","Wholesale","","DerekW","72395769"
"1778","Sunny Daze Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","73404820"
"1634","Sunny's","","Jared Leuzinger","Wholesale","","Jared","72776286"
"345","Sunnys E Cigarettes","","Unassigned","Wholesale","","admin","72776436"
"713","Sunoco - 1","","Unassigned","Wholesale","","Sergio","72196347"
"1770","SUNOCO -PRANAMI FOOD MART II","","ShipStation","Retail","","ShipStation","74820880"
"901","Sunoco-Peekskill","","Unassigned","Wholesale","","admin","72776437"
"1821","SUNRISE MINI MART 9","","Unassigned","Wholesale","","ShipStation","74438118"
"1259","Sunset Grocery | Spokane","","Ben Wallner","Wholesale","","BrandonG","72776224"
"704","Sunset smoke shop & hooka lounge","","Unassigned","Wholesale","","Sergio","72196338"
"465","Sunset Smokeshop","","Ben Wallner","Wholesale","","DerekW","72776225"
"266","Sunset Wholesale West","","JaredM","Distributor","","mattPeters","72776291"
"698","Sunshine Coast Smokeshop","","Ben Wallner","Wholesale","","DerekW","72776292"
"1426","Sunshine Tobacco Inc","","Derek Whitworth","Wholesale","","JSimmons","72776226"
"1265","Super Groovy's - Farnam","","JaredM","Wholesale","","DerekW","72776295"
"1266","Super Groovy's - Maple","","JaredM","Wholesale","","DerekW","72776296"
"1476","Super Smoke & Vape Shop","","Joe Simmons","Wholesale","","JSimmons","72776227"
"299","Supernova Smokeshop","","Jared Leuzinger","Wholesale","","mattPeters","72776298"
"923","Supernova Smokeshop- 2","","Jared Leuzinger","Wholesale","","Jared","72776299"
"1422","Supernova Tobacco & Vape","","Unassigned","Wholesale","","JSimmons","72776228"
"559","supplement nation","","JaredM","Wholesale","","Sergio","72196316"
"1194","Supreme Glass Wholesale / Tokers Hub","","Zalak Zaveri","Distributor","","Shane-Inactive","73401890"
"602","Susan Swain","","Unassigned","Retail","","ShipStation","74820970"
"729","Swati Inc","","Derek Whitworth","Wholesale","","DerekW","70961268"
"815","Tabacco Studio & Vape","","Ben Wallner","Wholesale","","admin","72776438"
"1155","Tacony","","Zalak Zaveri","Distributor","","DerekW","72776303"
"131","Taj Distribution","","Unassigned","Distributor","","admin","72776439"
"634","Talia White","","Unassigned","Retail","","ShipStation","74821004"
"395","Taos Smoke and Vape","","JaredM","Wholesale","","mattPeters","72776306"
"1127","Taweel Wholesale LLC","","Brandon Good","Distributor","","BrandonG","74820823"
"265","TDS","","Unassigned","Wholesale","","mattPeters","72776307"
"1100","TeaTotaler's - Bobby Hubner","","Zalak Zaveri","Wholesale","","DerekW","72775833"
"1632","Terry's Health Products | ND","","Brandon Good","Wholesale","","BrandonG","72776310"
"1526","TEST CUSTOMER","","John","Retail","","John","74820874"
"794","TEXAS MARKET","","Unassigned","Wholesale","","SHOPIFY","73028662"
"769","Texas Wholesale","","Jared Leuzinger","Distributor","","Jared","71168021"
"836","That's Kava","","Brandon Good","Wholesale","","DerekW","72775838"
"1706","The Alternative Apothecary","","Brandon Good","Wholesale","","BrandonG","73148270"
"505","The Bee Hive Smoke Shop","","Ben Wallner","Wholesale","","DerekW","72776315"
"390","The Botany Bay (Woodhill)","","Zalak Zaveri","Wholesale","","Zalak","74820944"
"269","The Cave - Kirkland","","Ben Wallner","Wholesale","","admin","72776317"
"1268","The Cave Craft Beer And Smoke & Vape","","Ben Wallner","Wholesale","","Zalak","72776229"
"1808","The Chronik","","Brandon Good","Wholesale","","BrandonG","73597962"
"1547","The Cig Mart","","Ben Wallner","Wholesale","","Unassigned","72776319"
"1093","The Cloud Factory Vape Shop Smoke","","Derek Whitworth","Wholesale","","Jared","72776230"
"1293","The Cloud Vape","","Derek Whitworth","Wholesale","","DerekW","74820866"
"1768","THE CORNER MARKET","","ShipStation","Wholesale","","ShipStation","73029023"
"1079","The Don Smoke Shop","","Unassigned","Wholesale","","BrandonG","74820810"
"1286","The Don Smoke Shop NM","","JaredM","Wholesale","","JSimmons","72776231"
"1255","The Fitter","","Brandon Good","Wholesale","","Jared","72776232"
"512","The Gas Pipe Smoke Shop","","Jared Leuzinger","Wholesale","","Jared","72776323"
"1091","The Glass Shack","","JaredM","Wholesale","","JoshC","72776233"
"134","The Hawaii Shop","","Derek Whitworth","Wholesale","","BrandonG","70961197"
"762","The Head Shop","","Brandon Good","Wholesale","","Jared","72776234"
"1335","The Head Shop | RC","","Brandon Good","Wholesale","","DerekW","72776235"
"763","The Head Shop Hemphill","","Unassigned","Wholesale","","Jared","71725227"
"909","The Heights Grocer","","Unassigned","Wholesale","","admin","72776442"
"1639","The Hemp Social","","Derek Whitworth","Wholesale","","DerekW","72268357"
"684","The Herb Shop on Broad -BTG","","Robert Farias","Wholesale","","admin","72776328"
"1162","The Hideout Vape & Glass | CO","","Brandon Good","Wholesale","","BrandonG","72776236"
"1434","The Hippie Chicken","","JaredM","Wholesale","","DerekW","72776237"
"1121","The Hot Box","","Ben Wallner","Wholesale","","JoshC","70963054"
"1181","The Hot Box | Beaverton","","Ben Wallner","Wholesale","","BrandonG","72776243"
"1096","The Hub Smoke Shop & Gifts | MO","","Unassigned","Wholesale","","BrandonG","72776244"
"638","The Joint and Vape","","JaredM","Wholesale","","Sergio","72196323"
"639","The Joint On 7th","","JaredM","Wholesale","","Sergio","72776332"
"640","The Joint Smoke Shop 3","","JaredM","Wholesale","","Sergio","72776333"
"1225","The Karma Casa | Golden","","Brandon Good","Wholesale","","BrandonG","72776245"
"1107","The Karma House | CO","","Brandon Good","Wholesale","","BrandonG","72776335"
"1129","The Karma Korner | Helena","","Brandon Good","Wholesale","","BrandonG","72776247"
"764","The Kava Bar","","Zalak Zaveri","Wholesale","","DerekW","72775842"
"656","The Kava Den","","JaredM","Wholesale","","Tates","72776336"
"785","The Kind Connection Smoke Shop","","JaredM","Wholesale","","Jared","72776248"
"1781","The Kratom Depot","","JaredM","Wholesale","","Jared","73401008"
"252","The Kratom Spot - Lancaster","","Jared Leuzinger","Wholesale","","Jared","71725249"
"201","The Lemon Kratom","","Sergio","Wholesale","","Sergio","72196275"
"389","The Little Dog","","Brandon Good","Wholesale","","Jared","72415348"
"1731","THE MELTING CLOCK SMOKE SHOP","","ShipStation","Wholesale","","ShipStation","74438024"
"562","The Mighty Quinn Smoke","","Ben Wallner","Wholesale","","BenW","70961276"
"1288","The Mini Smoke Shop","","JaredM","Wholesale","","JSimmons","72776249"
"671","The Original Twigs","","JaredM","Wholesale","","Jared","72776337"
"1441","THE OUTER LIMITS","","Ben Wallner","Wholesale","","Sergio","72196401"
"1264","The Plug","","JaredM","Wholesale","","DerekW","72776251"
"1843","The Point Vape & Smoke Shop","","Jared Leuzinger","Wholesale","","Jared","74438136"
"971","The Root Kava Co.","","Brandon Good","Wholesale","","DerekW","72775843"
"260","The Smoke Academy","","Brandon Good","Wholesale","","Jared","72776338"
"939","The Smoke Shop (Dickson)","","Unassigned","Wholesale","","Jared","72776339"
"658","The Spot Smoke Shop","","Ben Wallner","Wholesale","","DerekW","72776340"
"682","The Spot Smoke Shop - Fresno","","Ben Wallner","Wholesale","","DerekW","72776341"
"573","The Stash Smoke Shop Ltd","","Jared Leuzinger","Wholesale","","BenW","72189401"
"1678","The Valley Smoke Shop","","Joe Simmons","Wholesale","","JSimmons","72775867"
"708","The valley smoke shop (Kent)","","Unassigned","Wholesale","","Sergio","72196342"
"705","The Valley Smoke Shop (Stow)","","Unassigned","Wholesale","","Sergio","72196339"
"711","The Vape Boutique - Ravenna","","Unassigned","Wholesale","","Sergio","72196345"
"183","The Vape Way","","Brandon Good","Wholesale","","DerekW","70963037"
"1969","The Vitamin Shoppe","","Ben Wallner","Wholesale","","BenW","74820938"
"1953","The Zero Proof","","Zalak Zaveri","Wholesale","","BrandonG","74820933"
"1560","Thee Hemp Company","","Derek Whitworth","Wholesale","","Shane-Inactive","72196418"
"334","Thee Hempco","","Derek Whitworth","Wholesale","","Sergio","72196292"
"568","Three Kings","","JaredM","Wholesale","","Sergio","72776343"
"809","Three Monkeys Smokes","","Unassigned","Wholesale","","admin","72776344"
"949","Tick Tock Smoke Shop","","Joe Simmons","Wholesale","","JSimmons","71521652"
"624","Timothy Svoboda","","Unassigned","Retail","","ShipStation","74820995"
"766","Tip Top Tobacco","","Unassigned","Wholesale","","DerekW","70961247"
"1277","TKO Vapor","","JaredM","Wholesale","","JSimmons","72776254"
"1311","Tobacco & More","","Unassigned","Wholesale","","JSimmons","72776255"
"1295","Tobacco & Vape (Ferrell Pkwy)","","Unassigned","Wholesale","","JSimmons","72776256"
"1759","TOBACCO +","","Unassigned","Wholesale","","Unassigned","73031902"
"1326","Tobacco and Vape Outlet","","JaredM","Wholesale","","DerekW","72776260"
"401","Tobacco Barn","","Brandon Good","Wholesale","","Sergio","72196299"
"466","Tobacco Barn San Francisco","","Ben Wallner","Distributor","","DerekW","72776347"
"1748","TOBACCO CORNER","","Unassigned","Wholesale","","Unassigned","73032082"
"1234","Tobacco Exchange | Virginia Beach","","Brandon Good","Wholesale","","BrandonG","72776262"
"1332","Tobacco Express","","Unassigned","Wholesale","","JSimmons","72776265"
"1290","Tobacco House CBD & Delta 8 dispensary","","Derek Whitworth","Wholesale","","JSimmons","72776272"
"1312","Tobacco King and Vape","","Unassigned","Wholesale","","JSimmons","72776274"
"1315","TOBACCO LAND VAPE & CIGAR","","Unassigned","Wholesale","","JSimmons","72776275"
"757","TOBACCO MART","","Ben Wallner","Wholesale","","admin","73032527"
"206","Tobacco Outlet","","Unassigned","Wholesale","","Sergio","72776345"
"1124","Tobacco Outlet | Up in Smoke NJ","","Derek Whitworth","Wholesale","","Jared","72776279"
"1319","Tobacco vape & phone repair","","Zalak Zaveri","Wholesale","","JSimmons","72776280"
"1310","Tobacco vape cigars","","Unassigned","Wholesale","","JSimmons","72776281"
"1337","tobacco Vape shop H&K","","Zalak Zaveri","Wholesale","","JSimmons","72776282"
"195","Tobacco World /Lamar ward","","Zalak Zaveri","Wholesale","","Sergio","72776349"
"1462","TobaccoWorld","","Joe Simmons","Wholesale","","JSimmons","72776284"
"832","Todd Anderson","","Unassigned","Retail","","SHOPIFY","74821020"
"591","todd swalberg","","Unassigned","Retail","","ShipStation","74820960"
"1774","Toke N Smoke","","Jared Leuzinger","Wholesale","","Jared","74820883"
"351","Tom Leonard | Leonard Associates","","Unassigned","Wholesale","","admin","72776444"
"1911","Tommy's║U Pump It","","Jared Leuzinger","Wholesale","","Jared","74820921"
"1823","TOMMYS CORNER","","Zalak Zaveri","Wholesale","","ShipStation","74820902"
"871","Tonix Vapors","","JaredM","Wholesale","","BrandonG","70963027"
"388","Tony Gaines - SF","","Unassigned","Wholesale","","admin","72776446"
"1465","TooTer's Vape Shop | College Station","","Brandon Good","Wholesale","","BrandonG","72776288"
"1466","TooTer's Vape Shop | College Station 2","","Brandon Good","Wholesale","","BrandonG","72776289"
"1275","Tooters Vape Shop | Bryan","","Brandon Good","Wholesale","","Jared","72776287"
"276","Top Notch Smoke Shop","","Ben Wallner","Wholesale","","ShipStation","72776357"
"829","TOP SHELF SMOKE SHOP","","Unassigned","Wholesale","","Jared","72415296"
"1648","Topoo Novelty","","Derek Whitworth","Distributor","","DerekW","72395767"
"1888","Toro Imports LLC","","Zalak Zaveri","Wholesale","","Zalak","74438166"
"1243","Total Wholesale","","Unassigned","Distributor","","Unassigned","72776358"
"426","TOWN SMOKE SHOP","","Ben Wallner","Wholesale","","mattPeters","72196302"
"715","Trend Smoke & Vape","","Zalak Zaveri","Wholesale","","Sergio","72196349"
"174","Trifecta Farmacy Cannabis Dispensary","","JaredM","Wholesale","","Jared","72415164"
"241","Trifecta OKC","","JaredM","Wholesale","","Jared","72776359"
"469","Trippie Hippie","","Brandon Good","Wholesale","","Tates","72776360"
"408","Triton Smoke Shop","","JaredM","Wholesale","","Tates","72776361"
"936","TSU Marathon","","Jared Leuzinger","Wholesale","","Jared","72453514"
"963","Turning Leaf (Bismarck)","","Unassigned","Wholesale","","DerekW","72776362"
"878","Two Brother's Discount Tb","","Unassigned","Wholesale","","Jared","72776290"
"1213","U Smoke LLC","","Ben Wallner","Wholesale","","Jared","72776293"
"1972","U V Distro","","Ben Wallner","Distributor","","BenW",""
"19","UEG","","Unassigned","Distributor","","admin","72776363"
"1189","Ultimate Sport Nutrition","","Brandon Good","Wholesale","","BrandonG","74820839"
"515","Union Smoke & Vape Shop","","Brandon Good","Wholesale","","Jared","72776366"
"1937","Union Smoke Shop | CO","","Brandon Good","Wholesale","","BrandonG","74820927"
"1327","Unitea Kava Lounge","","Joe Simmons","Wholesale","","Zalak","71520756"
"1159","United Wholesale","","Unassigned","Distributor","","DerekW","74820831"
"724","UNIVERSITY MARKET","","Ben Wallner","Wholesale","","DerekW","70961246"
"437","Uno Wireless distribution llc","","Sergio","Distributor","","BrandonG","72196306"
"647","Up in Smoke","","Unassigned","Wholesale","","DerekW","72776368"
"1486","Up In Smoke America","","Jared Leuzinger","Wholesale","","Jared","72776300"
"1435","Up in Smoke Smoke Shop","","JaredM","Wholesale","","Jared","72776370"
"1482","up in smoke tx","","Jared Leuzinger","Wholesale","","Jared","72776297"
"1549","Up N Smoke II | WY","","Brandon Good","Wholesale","","BrandonG","72776371"
"1572","Up N Smoke II Jr | WY","","Brandon Good","Wholesale","","BrandonG","72776301"
"1231","USA Smoke & Vape","","Unassigned","Wholesale","","DerekW","72776302"
"1209","V go market","","Unassigned","Wholesale","","Unassigned","72776374"
"1864","V.Y.R.T. Shop LLC","","Derek Whitworth","Wholesale","","DerekW","73899715"
"314","Valeo Global- Sales","","Brandon Good","Wholesale","","admin","72776375"
"736","Van Buren Vape","","Unassigned","Wholesale","","Jared","72776305"
"87","Vanguard Enterprises","","admin","Wholesale","","admin","72196267"
"1488","Vape and Tobacco Outlet, Inc","","JaredM","Wholesale","","Jared","72776308"
"774","Vape Cafe","","Derek Whitworth","Wholesale","","DerekW","70961213"
"1444","Vape City | Nevada","","JaredM","Wholesale","","BrandonG","72776309"
"1352","Vape Colorado","","Brandon Good","Wholesale","","BrandonG","72395912"
"895","Vape Depot & Smoke Shop","","Brandon Good","Wholesale","","BrandonG","70963017"
"292","Vape DZ","","Jared Leuzinger","Wholesale","","mattPeters","72776379"
"896","Vape Hut","","admin","Wholesale","","admin","71725225"
"1539","Vape Hut - Wyandotte","","Joe Simmons","Wholesale","","JSimmons","72776311"
"1947","Vape Kastle Boise","","Jared Leuzinger","Wholesale","","Jared","74820929"
"1540","Vape King","","JaredM","Wholesale","","Jared","72213087"
"1555","Vape Nook","","Derek Whitworth","Wholesale","","DerekW","71823992"
"337","Vape on State","","Brandon Good","Wholesale","","Jared","72776381"
"1125","Vape Plus Inc","","Derek Whitworth","Wholesale","","Jared","72776382"
"1470","Vapelife Hightsociety","","Unassigned","Wholesale","","Unassigned","72776383"
"458","Vapeology101","","Derek Whitworth","Wholesale","","DerekW","72776384"
"1272","Vapes & Tobacco","","JaredM","Wholesale","","DerekW","72776313"
"755","Vapor Legends LLC","","Ben Wallner","Wholesale","","BrandonG","72776314"
"1087","Vapor Plus Ok / Red Dirt / Mustang","","JaredM","Wholesale","","BrandonG","72776316"
"972","Vapors Smoke Shop & Kava Bar","","Zalak Zaveri","Wholesale","","BrandonG","72775869"
"550","Vaporwave sun city","","JaredM","Wholesale","","Sergio","72196313"
"790","Vaporwize","","Jared Leuzinger","Wholesale","","Zalak","72189473"
"1321","Velveta's dispensary & smoke shop","","Derek Whitworth","Wholesale","","JSimmons","72776318"
"173","Venice smoke and cbd","","Unassigned","Wholesale","","Sergio","72776387"
"663","VGO 16","","Unassigned","Wholesale","","Sergio","72196328"
"1174","VGO Market","","Zalak Zaveri","Wholesale","","Zalak","72776388"
"1417","Viable Alternatives","","Sergio","Wholesale","","admin","72196399"
"1418","Viable Alternatives - Nampa","","Sergio","Wholesale","","admin","72776389"
"1503","Vibe City","","Joe Simmons","Wholesale","","JSimmons","71521899"
"272","Vibes Vape & Smoke Shop","","Jared Leuzinger","Wholesale","","Jared","72776390"
"1412","Village Cannabis Dispensary","","JaredM","Wholesale","","DerekW","72776322"
"752","Village Craft Beer & Smoke","","Unassigned","Wholesale","","SHOPIFY","72139873"
"1518","Village Vapes","","Derek Whitworth","Wholesale","","DerekW","71521886"
"1682","vim n' vigor health and fitness | HI","","Brandon Good","Wholesale","","BrandonG","72775868"
"132","Vine Smoke Shop","","Unassigned","Wholesale","","red","72776392"
"1828","VIP SMOKE SHOP","","Joe Simmons","Wholesale","","JSimmons","73039306"
"700","VIP smoke shop - hamilton main bank","","Unassigned","Wholesale","","Unassigned","72776393"
"701","VIP smoke shop - Middleton","","Unassigned","Wholesale","","Unassigned","72776394"
"354","vip smokes","","Brandon Good","Wholesale","","Sergio","72196298"
"474","VIP VAPE STORE","","Ben Wallner","Wholesale","","BenW","70961214"
"875","Virginia's Market","","Unassigned","Wholesale","","Jared","72775799"
"1112","VISHIONS SMOKE SHOP","","Derek Whitworth","Wholesale","","DerekW","74308486"
"1785","VOLCANO SMOKE N VAPE","","Ben Wallner","Wholesale","","BenW","73440190"
"267","Vype Vapor","","JaredM","Wholesale","","mattPeters","72776395"
"1105","Vype Vapor - Arizona","","JaredM","Wholesale","","Shane-Inactive","74820819"
"1048","Vype vapor las vegas","","JaredM","Wholesale","","Shane-Inactive","74820806"
"651","W&T Smoke and Vape","","Unassigned","Wholesale","","DerekW","72776396"
"1195","WAA Wholesale","","JaredM","Wholesale","","DerekW","74820841"
"554","wake n bake smoke shop","","Unassigned","Wholesale","","Unassigned","72776397"
"585","Walker Grant","","Unassigned","Retail","","ShipStation","74820955"
"1258","Wallys Tobacco & Vape","","JaredM","Wholesale","","DerekW","72776324"
